"ID","Classfication","Period","variable","value"
"1624","U.K.",2008,"Ginseng.medicinal.herbs",8.9
"1625","U.K.",2009,"Ginseng.medicinal.herbs",6.8
"1626","U.K.",2010,"Ginseng.medicinal.herbs",6.6
"1627","U.K.",2011,"Ginseng.medicinal.herbs",4.3
"1628","U.K.",2012,"Ginseng.medicinal.herbs",5.6
"1629","U.K.",2013,"Ginseng.medicinal.herbs",3
"1630","U.K.",2014,"Ginseng.medicinal.herbs",3.4
"1631","U.K.",2015,"Ginseng.medicinal.herbs",2.2
"1632","U.K.",2016,"Ginseng.medicinal.herbs",2.3
"1633","Germany",2001,"Ginseng.medicinal.herbs",16.9
"1634","Germany",2002,"Ginseng.medicinal.herbs",18.5
"1635","Germany",2003,"Ginseng.medicinal.herbs",12.2
"1636","Germany",2004,"Ginseng.medicinal.herbs",18.7
"1637","Germany",2005,"Ginseng.medicinal.herbs",16.9
"1638","Germany",2006,"Ginseng.medicinal.herbs",8.8
"1639","Germany",2007,"Ginseng.medicinal.herbs",11.2
"1640","Germany",2008,"Ginseng.medicinal.herbs",8.6
"1641","Germany",2009,"Ginseng.medicinal.herbs",7.8
"1642","Germany",2010,"Ginseng.medicinal.herbs",5.7
"1643","Germany",2011,"Ginseng.medicinal.herbs",6.9
"1644","Germany",2012,"Ginseng.medicinal.herbs",5.5
"1645","Germany",2013,"Ginseng.medicinal.herbs",3.3
"1646","Germany",2014,"Ginseng.medicinal.herbs",3.3
"1647","Germany",2015,"Ginseng.medicinal.herbs",4
"1648","Germany",2016,"Ginseng.medicinal.herbs",3.9
"1649","France",2001,"Ginseng.medicinal.herbs",18.4
"1650","France",2002,"Ginseng.medicinal.herbs",16.3
"1651","France",2003,"Ginseng.medicinal.herbs",6.9
"1652","France",2004,"Ginseng.medicinal.herbs",16.4
"1653","France",2005,"Ginseng.medicinal.herbs",21.7
"1654","France",2006,"Ginseng.medicinal.herbs",17.9
"1655","France",2007,"Ginseng.medicinal.herbs",14.2
"1656","France",2008,"Ginseng.medicinal.herbs",12.8
"1657","France",2009,"Ginseng.medicinal.herbs",11.2
"1658","France",2010,"Ginseng.medicinal.herbs",6.4
"1659","France",2011,"Ginseng.medicinal.herbs",6.3
"1660","France",2012,"Ginseng.medicinal.herbs",6.4
"1661","France",2013,"Ginseng.medicinal.herbs",2.8
"1662","France",2014,"Ginseng.medicinal.herbs",6.3
"1663","France",2015,"Ginseng.medicinal.herbs",6.8
"1664","France",2016,"Ginseng.medicinal.herbs",4.9
"1665","Russianfed.",2001,"Ginseng.medicinal.herbs",18.7
"1666","Russianfed.",2002,"Ginseng.medicinal.herbs",10.7
"1667","Russianfed.",2003,"Ginseng.medicinal.herbs",44.8
"1668","Russianfed.",2004,"Ginseng.medicinal.herbs",14.7
"1669","Russianfed.",2005,"Ginseng.medicinal.herbs",21.2
"1670","Russianfed.",2006,"Ginseng.medicinal.herbs",21.4
"1671","Russianfed.",2007,"Ginseng.medicinal.herbs",19.1
"1672","Russianfed.",2008,"Ginseng.medicinal.herbs",15.5
"1673","Russianfed.",2009,"Ginseng.medicinal.herbs",19.9
"1674","Russianfed.",2010,"Ginseng.medicinal.herbs",9.9
"1675","Russianfed.",2011,"Ginseng.medicinal.herbs",9.2
"1676","Russianfed.",2012,"Ginseng.medicinal.herbs",8.2
"1677","Russianfed.",2013,"Ginseng.medicinal.herbs",8.7
"1678","Russianfed.",2014,"Ginseng.medicinal.herbs",5.3
"1679","Russianfed.",2015,"Ginseng.medicinal.herbs",5.5
"1680","Russianfed.",2016,"Ginseng.medicinal.herbs",9.2
"1681","Middleeast",2001,"Ginseng.medicinal.herbs",NA
"1682","Middleeast",2002,"Ginseng.medicinal.herbs",NA
"1683","Middleeast",2003,"Ginseng.medicinal.herbs",NA
"1684","Middleeast",2004,"Ginseng.medicinal.herbs",NA
"1685","Middleeast",2005,"Ginseng.medicinal.herbs",8.9
"1686","Middleeast",2006,"Ginseng.medicinal.herbs",14
"1687","Middleeast",2007,"Ginseng.medicinal.herbs",13
"1688","Middleeast",2008,"Ginseng.medicinal.herbs",12.4
"1689","Middleeast",2009,"Ginseng.medicinal.herbs",10.7
"1690","Middleeast",2010,"Ginseng.medicinal.herbs",16.3
"1691","Middleeast",2011,"Ginseng.medicinal.herbs",12.1
"1692","Middleeast",2012,"Ginseng.medicinal.herbs",6.8
"1693","Middleeast",2013,"Ginseng.medicinal.herbs",9.1
"1694","Middleeast",2014,"Ginseng.medicinal.herbs",2.9
"1695","Middleeast",2015,"Ginseng.medicinal.herbs",6.8
"1696","Middleeast",2016,"Ginseng.medicinal.herbs",5.4
"1697","India",2001,"Ginseng.medicinal.herbs",NA
"1698","India",2002,"Ginseng.medicinal.herbs",NA
"1699","India",2003,"Ginseng.medicinal.herbs",NA
"1700","India",2004,"Ginseng.medicinal.herbs",NA
"1701","India",2005,"Ginseng.medicinal.herbs",NA
"1702","India",2006,"Ginseng.medicinal.herbs",NA
"1703","India",2007,"Ginseng.medicinal.herbs",NA
"1704","India",2008,"Ginseng.medicinal.herbs",9.4
"1705","India",2009,"Ginseng.medicinal.herbs",7.9
"1706","India",2010,"Ginseng.medicinal.herbs",8.2
"1707","India",2011,"Ginseng.medicinal.herbs",6.4
"1708","India",2012,"Ginseng.medicinal.herbs",7.2
"1709","India",2013,"Ginseng.medicinal.herbs",6.5
"1710","India",2014,"Ginseng.medicinal.herbs",3.7
"1711","India",2015,"Ginseng.medicinal.herbs",3.2
"1712","India",2016,"Ginseng.medicinal.herbs",3.4
"1713","Others",2001,"Ginseng.medicinal.herbs",24
"1714","Others",2002,"Ginseng.medicinal.herbs",23.3
"1715","Others",2003,"Ginseng.medicinal.herbs",11.2
"1716","Others",2004,"Ginseng.medicinal.herbs",20.2
"1717","Others",2005,"Ginseng.medicinal.herbs",19.2
"1718","Others",2006,"Ginseng.medicinal.herbs",21
"1719","Others",2007,"Ginseng.medicinal.herbs",18
"1720","Others",2008,"Ginseng.medicinal.herbs",17.1
"1721","Others",2009,"Ginseng.medicinal.herbs",15.1
"1722","Others",2010,"Ginseng.medicinal.herbs",9.9
"1723","Others",2011,"Ginseng.medicinal.herbs",8.9
"1724","Others",2012,"Ginseng.medicinal.herbs",6.9
"1725","Others",2013,"Ginseng.medicinal.herbs",4.9
"1726","Others",2014,"Ginseng.medicinal.herbs",4.8
"1727","Others",2015,"Ginseng.medicinal.herbs",13.9
"1728","Others",2016,"Ginseng.medicinal.herbs",4.1
"1729","Whole",2001,"Tobacco",21.9
"1730","Whole",2002,"Tobacco",21.6
"1731","Whole",2003,"Tobacco",21.8
"1732","Whole",2004,"Tobacco",21.6
"1733","Whole",2005,"Tobacco",18.9
"1734","Whole",2006,"Tobacco",10.8
"1735","Whole",2007,"Tobacco",12.4
"1736","Whole",2008,"Tobacco",10.4
"1737","Whole",2009,"Tobacco",9.9
"1738","Whole",2010,"Tobacco",8.6
"1739","Whole",2011,"Tobacco",7.8
"1740","Whole",2012,"Tobacco",NA
"1741","Whole",2013,"Tobacco",6.7
"1742","Whole",2014,"Tobacco",NA
"1743","Whole",2015,"Tobacco",6.8
"1744","Whole",2016,"Tobacco",5
"1745","Japan",2001,"Tobacco",25.1
"1746","Japan",2002,"Tobacco",23
"1747","Japan",2003,"Tobacco",21
"1748","Japan",2004,"Tobacco",22.1
"1749","Japan",2005,"Tobacco",19.1
"1750","Japan",2006,"Tobacco",10.9
"1751","Japan",2007,"Tobacco",9.8
"1752","Japan",2008,"Tobacco",7.6
"1753","Japan",2009,"Tobacco",7.5
"1754","Japan",2010,"Tobacco",5
"1755","Japan",2011,"Tobacco",7.5
"1756","Japan",2012,"Tobacco",NA
"1757","Japan",2013,"Tobacco",9.8
"1758","Japan",2014,"Tobacco",NA
"1759","Japan",2015,"Tobacco",6.1
"1760","Japan",2016,"Tobacco",4
"1761","China",2001,"Tobacco",23.8
"1762","China",2002,"Tobacco",40.4
"1763","China",2003,"Tobacco",43.2
"1764","China",2004,"Tobacco",41.1
"1765","China",2005,"Tobacco",37.6
"1766","China",2006,"Tobacco",26.8
"1767","China",2007,"Tobacco",26.3
"1768","China",2008,"Tobacco",22
"1769","China",2009,"Tobacco",23.3
"1770","China",2010,"Tobacco",18.9
"1771","China",2011,"Tobacco",12.4
"1772","China",2012,"Tobacco",NA
"1773","China",2013,"Tobacco",7.2
"1774","China",2014,"Tobacco",NA
"1775","China",2015,"Tobacco",10.2
"1776","China",2016,"Tobacco",7.5
"1777","Hongkong",2001,"Tobacco",15.8
"1778","Hongkong",2002,"Tobacco",15.4
"1779","Hongkong",2003,"Tobacco",16.8
"1780","Hongkong",2004,"Tobacco",11.5
"1781","Hongkong",2005,"Tobacco",9.8
"1782","Hongkong",2006,"Tobacco",3.2
"1783","Hongkong",2007,"Tobacco",3.1
"1784","Hongkong",2008,"Tobacco",2.7
"1785","Hongkong",2009,"Tobacco",2.6
"1786","Hongkong",2010,"Tobacco",3
"1787","Hongkong",2011,"Tobacco",2.2
"1788","Hongkong",2012,"Tobacco",NA
"1789","Hongkong",2013,"Tobacco",0.6
"1790","Hongkong",2014,"Tobacco",NA
"1791","Hongkong",2015,"Tobacco",2
"1792","Hongkong",2016,"Tobacco",1.1
"1793","Singapore",2001,"Tobacco",9.1
"1794","Singapore",2002,"Tobacco",6.8
"1795","Singapore",2003,"Tobacco",12.4
"1796","Singapore",2004,"Tobacco",4.8
"1797","Singapore",2005,"Tobacco",5.1
"1798","Singapore",2006,"Tobacco",1.4
"1799","Singapore",2007,"Tobacco",1.5
"1800","Singapore",2008,"Tobacco",2.8
"1801","Singapore",2009,"Tobacco",1.2
"1802","Singapore",2010,"Tobacco",3.2
"1803","Singapore",2011,"Tobacco",1.1
"1804","Singapore",2012,"Tobacco",NA
"1805","Singapore",2013,"Tobacco",1.2
"1806","Singapore",2014,"Tobacco",NA
"1807","Singapore",2015,"Tobacco",0.4
"1808","Singapore",2016,"Tobacco",0.8
"1809","Taiwan",2001,"Tobacco",15.2
"1810","Taiwan",2002,"Tobacco",15.8
"1811","Taiwan",2003,"Tobacco",13.3
"1812","Taiwan",2004,"Tobacco",15.1
"1813","Taiwan",2005,"Tobacco",11.8
"1814","Taiwan",2006,"Tobacco",6.3
"1815","Taiwan",2007,"Tobacco",8.8
"1816","Taiwan",2008,"Tobacco",6.6
"1817","Taiwan",2009,"Tobacco",5.1
"1818","Taiwan",2010,"Tobacco",5
"1819","Taiwan",2011,"Tobacco",4.2
"1820","Taiwan",2012,"Tobacco",NA
"1821","Taiwan",2013,"Tobacco",3.4
"1822","Taiwan",2014,"Tobacco",NA
"1823","Taiwan",2015,"Tobacco",3
"1824","Taiwan",2016,"Tobacco",1.9
"1825","Thailand",2001,"Tobacco",16.5
"1826","Thailand",2002,"Tobacco",26.9
"1827","Thailand",2003,"Tobacco",27.6
"1828","Thailand",2004,"Tobacco",16.2
"1829","Thailand",2005,"Tobacco",11.8
"1830","Thailand",2006,"Tobacco",4
"1831","Thailand",2007,"Tobacco",14.1
"1832","Thailand",2008,"Tobacco",10.8
"1833","Thailand",2009,"Tobacco",4.3
"1834","Thailand",2010,"Tobacco",3.4
"1835","Thailand",2011,"Tobacco",2.9
"1836","Thailand",2012,"Tobacco",NA
"1837","Thailand",2013,"Tobacco",1.6
"1838","Thailand",2014,"Tobacco",NA
"1839","Thailand",2015,"Tobacco",4.7
"1840","Thailand",2016,"Tobacco",2.2
"1841","Malaysia",2001,"Tobacco",NA
"1842","Malaysia",2002,"Tobacco",NA
"1843","Malaysia",2003,"Tobacco",NA
"1844","Malaysia",2004,"Tobacco",NA
"1845","Malaysia",2005,"Tobacco",6.4
"1846","Malaysia",2006,"Tobacco",3.9
"1847","Malaysia",2007,"Tobacco",7.3
"1848","Malaysia",2008,"Tobacco",4.7
"1849","Malaysia",2009,"Tobacco",5.2
"1850","Malaysia",2010,"Tobacco",12.1
"1851","Malaysia",2011,"Tobacco",3.6
"1852","Malaysia",2012,"Tobacco",NA
"1853","Malaysia",2013,"Tobacco",1.6
"1854","Malaysia",2014,"Tobacco",NA
"1855","Malaysia",2015,"Tobacco",1.7
"1856","Malaysia",2016,"Tobacco",3.5
"1857","Australia",2001,"Tobacco",11
"1858","Australia",2002,"Tobacco",17.3
"1859","Australia",2003,"Tobacco",9.4
"1860","Australia",2004,"Tobacco",12.4
"1861","Australia",2005,"Tobacco",14.1
"1862","Australia",2006,"Tobacco",5.4
"1863","Australia",2007,"Tobacco",8.5
"1864","Australia",2008,"Tobacco",8.1
"1865","Australia",2009,"Tobacco",6
"1866","Australia",2010,"Tobacco",3.2
"1867","Australia",2011,"Tobacco",0.8
"1868","Australia",2012,"Tobacco",NA
"1869","Australia",2013,"Tobacco",3.6
"1870","Australia",2014,"Tobacco",NA
"1871","Australia",2015,"Tobacco",4.2
"1872","Australia",2016,"Tobacco",1.8
"1873","U.S.A.",2001,"Tobacco",9.3
"1874","U.S.A.",2002,"Tobacco",15.4
"1875","U.S.A.",2003,"Tobacco",16.3
"1876","U.S.A.",2004,"Tobacco",13.1
"1877","U.S.A.",2005,"Tobacco",11.1
"1878","U.S.A.",2006,"Tobacco",4.5
"1879","U.S.A.",2007,"Tobacco",7.6
"1880","U.S.A.",2008,"Tobacco",6.8
"1881","U.S.A.",2009,"Tobacco",5.2
"1882","U.S.A.",2010,"Tobacco",6.5
"1883","U.S.A.",2011,"Tobacco",5.9
"1884","U.S.A.",2012,"Tobacco",NA
"1885","U.S.A.",2013,"Tobacco",4.9
"1886","U.S.A.",2014,"Tobacco",NA
"1887","U.S.A.",2015,"Tobacco",2.2
"1888","U.S.A.",2016,"Tobacco",1.5
"1889","Canada",2001,"Tobacco",11.6
"1890","Canada",2002,"Tobacco",14.7
"1891","Canada",2003,"Tobacco",17.4
"1892","Canada",2004,"Tobacco",16
"1893","Canada",2005,"Tobacco",12.9
"1894","Canada",2006,"Tobacco",5
"1895","Canada",2007,"Tobacco",10.1
"1896","Canada",2008,"Tobacco",6.4
"1897","Canada",2009,"Tobacco",6.1
"1898","Canada",2010,"Tobacco",5.2
"1899","Canada",2011,"Tobacco",7.1
"1900","Canada",2012,"Tobacco",NA
"1901","Canada",2013,"Tobacco",2.5
"1902","Canada",2014,"Tobacco",NA
"1903","Canada",2015,"Tobacco",3.5
"1904","Canada",2016,"Tobacco",1.3
"1905","U.K.",2001,"Tobacco",22.9
"1906","U.K.",2002,"Tobacco",23.4
"1907","U.K.",2003,"Tobacco",19.6
"1908","U.K.",2004,"Tobacco",19.7
"1909","U.K.",2005,"Tobacco",15.1
"1910","U.K.",2006,"Tobacco",11
"1911","U.K.",2007,"Tobacco",8.7
"1912","U.K.",2008,"Tobacco",11.7
"1913","U.K.",2009,"Tobacco",10.2
"1914","U.K.",2010,"Tobacco",6.3
"1915","U.K.",2011,"Tobacco",6.9
"1916","U.K.",2012,"Tobacco",NA
"1917","U.K.",2013,"Tobacco",5.8
"1918","U.K.",2014,"Tobacco",NA
"1919","U.K.",2015,"Tobacco",4.6
"1920","U.K.",2016,"Tobacco",2.5
"1921","Germany",2001,"Tobacco",17.4
"1922","Germany",2002,"Tobacco",18.5
"1923","Germany",2003,"Tobacco",25.9
"1924","Germany",2004,"Tobacco",22.1
"1925","Germany",2005,"Tobacco",17.8
"1926","Germany",2006,"Tobacco",17.5
"1927","Germany",2007,"Tobacco",21.1
"1928","Germany",2008,"Tobacco",16.7
"1929","Germany",2009,"Tobacco",16.6
"1930","Germany",2010,"Tobacco",6.8
"1931","Germany",2011,"Tobacco",8
"1932","Germany",2012,"Tobacco",NA
"1933","Germany",2013,"Tobacco",6.6
"1934","Germany",2014,"Tobacco",NA
"1935","Germany",2015,"Tobacco",6.3
"1936","Germany",2016,"Tobacco",4.2
"1937","France",2001,"Tobacco",20.8
"1938","France",2002,"Tobacco",17.9
"1939","France",2003,"Tobacco",24.4
"1940","France",2004,"Tobacco",27.2
"1941","France",2005,"Tobacco",25.6
"1942","France",2006,"Tobacco",15.7
"1943","France",2007,"Tobacco",17.1
"1944","France",2008,"Tobacco",25.2
"1945","France",2009,"Tobacco",17.3
"1946","France",2010,"Tobacco",10.8
"1947","France",2011,"Tobacco",9.2
"1948","France",2012,"Tobacco",NA
"1949","France",2013,"Tobacco",10.6
"1950","France",2014,"Tobacco",NA
"1951","France",2015,"Tobacco",7
"1952","France",2016,"Tobacco",9.1
"1953","Russianfed.",2001,"Tobacco",24.2
"1954","Russianfed.",2002,"Tobacco",33.3
"1955","Russianfed.",2003,"Tobacco",23.1
"1956","Russianfed.",2004,"Tobacco",26.5
"1957","Russianfed.",2005,"Tobacco",19.4
"1958","Russianfed.",2006,"Tobacco",4.1
"1959","Russianfed.",2007,"Tobacco",5.6
"1960","Russianfed.",2008,"Tobacco",5.3
"1961","Russianfed.",2009,"Tobacco",9.7
"1962","Russianfed.",2010,"Tobacco",10.3
"1963","Russianfed.",2011,"Tobacco",13
"1964","Russianfed.",2012,"Tobacco",NA
"1965","Russianfed.",2013,"Tobacco",2.4
"1966","Russianfed.",2014,"Tobacco",NA
"1967","Russianfed.",2015,"Tobacco",3.1
"1968","Russianfed.",2016,"Tobacco",3.1
"1969","Middleeast",2001,"Tobacco",NA
"1970","Middleeast",2002,"Tobacco",NA
"1971","Middleeast",2003,"Tobacco",NA
"1972","Middleeast",2004,"Tobacco",NA
"1973","Middleeast",2005,"Tobacco",7.8
"1974","Middleeast",2006,"Tobacco",4.5
"1975","Middleeast",2007,"Tobacco",10.6
"1976","Middleeast",2008,"Tobacco",8.7
"1977","Middleeast",2009,"Tobacco",6.9
"1978","Middleeast",2010,"Tobacco",8
"1979","Middleeast",2011,"Tobacco",3
"1980","Middleeast",2012,"Tobacco",NA
"1981","Middleeast",2013,"Tobacco",4.4
"1982","Middleeast",2014,"Tobacco",NA
"1983","Middleeast",2015,"Tobacco",2.5
"1984","Middleeast",2016,"Tobacco",2
"1985","India",2001,"Tobacco",NA
"1986","India",2002,"Tobacco",NA
"1987","India",2003,"Tobacco",NA
"1988","India",2004,"Tobacco",NA
"1989","India",2005,"Tobacco",NA
"1990","India",2006,"Tobacco",NA
"1991","India",2007,"Tobacco",NA
"1992","India",2008,"Tobacco",8.1
"1993","India",2009,"Tobacco",4.5
"1994","India",2010,"Tobacco",5.7
"1995","India",2011,"Tobacco",5.5
"1996","India",2012,"Tobacco",NA
"1997","India",2013,"Tobacco",3.9
"1998","India",2014,"Tobacco",NA
"1999","India",2015,"Tobacco",2.6
"2000","India",2016,"Tobacco",4
"2001","Others",2001,"Tobacco",9.1
"2002","Others",2002,"Tobacco",6.8
"2003","Others",2003,"Tobacco",15.1
"2004","Others",2004,"Tobacco",14.8
"2005","Others",2005,"Tobacco",15.9
"2006","Others",2006,"Tobacco",5.5
"2007","Others",2007,"Tobacco",10.4
"2008","Others",2008,"Tobacco",9.5
"2009","Others",2009,"Tobacco",8
"2010","Others",2010,"Tobacco",7.9
"2011","Others",2011,"Tobacco",7.4
"2012","Others",2012,"Tobacco",NA
"2013","Others",2013,"Tobacco",7
"2014","Others",2014,"Tobacco",NA
"2015","Others",2015,"Tobacco",2.5
"2016","Others",2016,"Tobacco",1.7
"2017","Whole",2001,"Alcohol",16.9
"2018","Whole",2002,"Alcohol",NA
"2019","Whole",2003,"Alcohol",18.9
"2020","Whole",2004,"Alcohol",19.1
"2021","Whole",2005,"Alcohol",18
"2022","Whole",2006,"Alcohol",12.2
"2023","Whole",2007,"Alcohol",12.7
"2024","Whole",2008,"Alcohol",11.3
"2025","Whole",2009,"Alcohol",10.1
"2026","Whole",2010,"Alcohol",9.1
"2027","Whole",2011,"Alcohol",8.1
"2028","Whole",2012,"Alcohol",5.8
"2029","Whole",2013,"Alcohol",5.8
"2030","Whole",2014,"Alcohol",NA
"2031","Whole",2015,"Alcohol",NA
"2032","Whole",2016,"Alcohol",NA
"2033","Japan",2001,"Alcohol",17.9
"2034","Japan",2002,"Alcohol",NA
"2035","Japan",2003,"Alcohol",15.2
"2036","Japan",2004,"Alcohol",19.1
"2037","Japan",2005,"Alcohol",17.3
"2038","Japan",2006,"Alcohol",12.7
"2039","Japan",2007,"Alcohol",10.2
"2040","Japan",2008,"Alcohol",10.4
"2041","Japan",2009,"Alcohol",7.2
"2042","Japan",2010,"Alcohol",8.1
"2043","Japan",2011,"Alcohol",9
"2044","Japan",2012,"Alcohol",5.8
"2045","Japan",2013,"Alcohol",5.9
"2046","Japan",2014,"Alcohol",NA
"2047","Japan",2015,"Alcohol",NA
"2048","Japan",2016,"Alcohol",NA
"2049","China",2001,"Alcohol",12.4
"2050","China",2002,"Alcohol",NA
"2051","China",2003,"Alcohol",18.5
"2052","China",2004,"Alcohol",17.5
"2053","China",2005,"Alcohol",20.3
"2054","China",2006,"Alcohol",11.9
"2055","China",2007,"Alcohol",15.6
"2056","China",2008,"Alcohol",10.1
"2057","China",2009,"Alcohol",12.8
"2058","China",2010,"Alcohol",7.6
"2059","China",2011,"Alcohol",5.9
"2060","China",2012,"Alcohol",3.6
"2061","China",2013,"Alcohol",3.7
"2062","China",2014,"Alcohol",NA
"2063","China",2015,"Alcohol",NA
"2064","China",2016,"Alcohol",NA
"2065","Hongkong",2001,"Alcohol",6.1
"2066","Hongkong",2002,"Alcohol",NA
"2067","Hongkong",2003,"Alcohol",7.9
"2068","Hongkong",2004,"Alcohol",5.1
"2069","Hongkong",2005,"Alcohol",7.2
"2070","Hongkong",2006,"Alcohol",2.8
"2071","Hongkong",2007,"Alcohol",5.4
"2072","Hongkong",2008,"Alcohol",3.9
"2073","Hongkong",2009,"Alcohol",5.6
"2074","Hongkong",2010,"Alcohol",5
"2075","Hongkong",2011,"Alcohol",3.5
"2076","Hongkong",2012,"Alcohol",3.5
"2077","Hongkong",2013,"Alcohol",2.6
"2078","Hongkong",2014,"Alcohol",NA
"2079","Hongkong",2015,"Alcohol",NA
"2080","Hongkong",2016,"Alcohol",NA
"2081","Singapore",2001,"Alcohol",11.5
"2082","Singapore",2002,"Alcohol",NA
"2083","Singapore",2003,"Alcohol",14.9
"2084","Singapore",2004,"Alcohol",7.7
"2085","Singapore",2005,"Alcohol",8.2
"2086","Singapore",2006,"Alcohol",5.2
"2087","Singapore",2007,"Alcohol",5.4
"2088","Singapore",2008,"Alcohol",4.6
"2089","Singapore",2009,"Alcohol",5.1
"2090","Singapore",2010,"Alcohol",5.5
"2091","Singapore",2011,"Alcohol",3.7
"2092","Singapore",2012,"Alcohol",3.1
"2093","Singapore",2013,"Alcohol",3.7
"2094","Singapore",2014,"Alcohol",NA
"2095","Singapore",2015,"Alcohol",NA
"2096","Singapore",2016,"Alcohol",NA
"2097","Taiwan",2001,"Alcohol",11.3
"2098","Taiwan",2002,"Alcohol",NA
"2099","Taiwan",2003,"Alcohol",11.9
"2100","Taiwan",2004,"Alcohol",14.7
"2101","Taiwan",2005,"Alcohol",13.7
"2102","Taiwan",2006,"Alcohol",5.7
"2103","Taiwan",2007,"Alcohol",8.3
"2104","Taiwan",2008,"Alcohol",7.9
"2105","Taiwan",2009,"Alcohol",6.2
"2106","Taiwan",2010,"Alcohol",6.8
"2107","Taiwan",2011,"Alcohol",4.3
"2108","Taiwan",2012,"Alcohol",2.3
"2109","Taiwan",2013,"Alcohol",2.9
"2110","Taiwan",2014,"Alcohol",NA
"2111","Taiwan",2015,"Alcohol",NA
"2112","Taiwan",2016,"Alcohol",NA
"2113","Thailand",2001,"Alcohol",16.9
"2114","Thailand",2002,"Alcohol",NA
"2115","Thailand",2003,"Alcohol",37.9
"2116","Thailand",2004,"Alcohol",14.8
"2117","Thailand",2005,"Alcohol",15.9
"2118","Thailand",2006,"Alcohol",8.1
"2119","Thailand",2007,"Alcohol",11.4
"2120","Thailand",2008,"Alcohol",10.9
"2121","Thailand",2009,"Alcohol",5.5
"2122","Thailand",2010,"Alcohol",3.2
"2123","Thailand",2011,"Alcohol",2.7
"2124","Thailand",2012,"Alcohol",1.3
"2125","Thailand",2013,"Alcohol",6.3
"2126","Thailand",2014,"Alcohol",NA
"2127","Thailand",2015,"Alcohol",NA
"2128","Thailand",2016,"Alcohol",NA
"2129","Malaysia",2001,"Alcohol",NA
"2130","Malaysia",2002,"Alcohol",NA
"2131","Malaysia",2003,"Alcohol",NA
"2132","Malaysia",2004,"Alcohol",NA
"2133","Malaysia",2005,"Alcohol",17.2
"2134","Malaysia",2006,"Alcohol",4.3
"2135","Malaysia",2007,"Alcohol",6.8
"2136","Malaysia",2008,"Alcohol",6
"2137","Malaysia",2009,"Alcohol",5.3
"2138","Malaysia",2010,"Alcohol",13.9
"2139","Malaysia",2011,"Alcohol",8.4
"2140","Malaysia",2012,"Alcohol",10.4
"2141","Malaysia",2013,"Alcohol",2.8
"2142","Malaysia",2014,"Alcohol",NA
"2143","Malaysia",2015,"Alcohol",NA
"2144","Malaysia",2016,"Alcohol",NA
"2145","Australia",2001,"Alcohol",19.5
"2146","Australia",2002,"Alcohol",NA
"2147","Australia",2003,"Alcohol",24.5
"2148","Australia",2004,"Alcohol",21.3
"2149","Australia",2005,"Alcohol",24.3
"2150","Australia",2006,"Alcohol",17.3
"2151","Australia",2007,"Alcohol",16.4
"2152","Australia",2008,"Alcohol",16.8
"2153","Australia",2009,"Alcohol",18.3
"2154","Australia",2010,"Alcohol",6.1
"2155","Australia",2011,"Alcohol",4.9
"2156","Australia",2012,"Alcohol",5.8
"2157","Australia",2013,"Alcohol",8.2
"2158","Australia",2014,"Alcohol",NA
"2159","Australia",2015,"Alcohol",NA
"2160","Australia",2016,"Alcohol",NA
"2161","U.S.A.",2001,"Alcohol",18.1
"2162","U.S.A.",2002,"Alcohol",NA
"2163","U.S.A.",2003,"Alcohol",26.5
"2164","U.S.A.",2004,"Alcohol",23
"2165","U.S.A.",2005,"Alcohol",19.5
"2166","U.S.A.",2006,"Alcohol",15.1
"2167","U.S.A.",2007,"Alcohol",14.8
"2168","U.S.A.",2008,"Alcohol",14.4
"2169","U.S.A.",2009,"Alcohol",16.2
"2170","U.S.A.",2010,"Alcohol",14.6
"2171","U.S.A.",2011,"Alcohol",12.2
"2172","U.S.A.",2012,"Alcohol",12.6
"2173","U.S.A.",2013,"Alcohol",12.4
"2174","U.S.A.",2014,"Alcohol",NA
"2175","U.S.A.",2015,"Alcohol",NA
"2176","U.S.A.",2016,"Alcohol",NA
"2177","Canada",2001,"Alcohol",24.8
"2178","Canada",2002,"Alcohol",NA
"2179","Canada",2003,"Alcohol",31.8
"2180","Canada",2004,"Alcohol",33.2
"2181","Canada",2005,"Alcohol",29.5
"2182","Canada",2006,"Alcohol",18.9
"2183","Canada",2007,"Alcohol",21.1
"2184","Canada",2008,"Alcohol",19.6
"2185","Canada",2009,"Alcohol",19.3
"2186","Canada",2010,"Alcohol",16
"2187","Canada",2011,"Alcohol",14.1
"2188","Canada",2012,"Alcohol",10.6
"2189","Canada",2013,"Alcohol",13
"2190","Canada",2014,"Alcohol",NA
"2191","Canada",2015,"Alcohol",NA
"2192","Canada",2016,"Alcohol",NA
"2193","U.K.",2001,"Alcohol",24.4
